index,retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,sales_method
3419,Foot Locker,1128299,5/25/21,Southeast,Virginia,Richmond,Women's Apparel,44,168,7392,2587.2,Outlet
3420,Kohl's,1189833,5/25/21,West,California,Los Angeles,Men's Street Footwear,39,315,12285,5651.1,Outlet
3421,Foot Locker,1185732,5/25/21,Midwest,Nebraska,Omaha,Men's Apparel,43,35,1505,677.25,Online
3422,West Gear,1128299,5/25/21,West,Oregon,Portland,Men's Street Footwear,50,500,250000,87500.0,In-store
3423,West Gear,1128299,5/25/21,West,Oregon,Portland,Women's Apparel,60,525,315000,94500.0,In-store
3424,West Gear,1128299,5/25/21,West,Oregon,Portland,Women's Apparel,54,158,8532,3839.4,Online
3425,West Gear,1128299,5/25/21,West,Oregon,Portland,Men's Apparel,41,44,1804,992.2,Online
3426,West Gear,1128299,5/25/21,West,Oregon,Portland,Women's Athletic Footwear,49,83,4067,1952.16,Online
3427,West Gear,1128299,5/25/21,West,Oregon,Portland,Women's Street Footwear,50,95,4750,2375.0,Online
3428,West Gear,1128299,5/25/21,West,Oregon,Portland,Men's Apparel,45,175,78750,31500.0,In-store
3429,West Gear,1128299,5/25/21,West,Oregon,Portland,Men's Athletic Footwear,50,105,5250,2415.0,Online
3430,Foot Locker,1128299,5/25/21,Southeast,Virginia,Richmond,Women's Apparel,60,525,315000,94500.0,In-store
3431,West Gear,1128299,5/25/21,West,Oregon,Portland,Men's Street Footwear,48,145,6960,3132.0,Online
3432,Kohl's,1189833,5/26/21,West,California,Los Angeles,Men's Athletic Footwear,55,900,495000,123750.0,Outlet
3433,Foot Locker,1185732,5/26/21,Midwest,Nebraska,Omaha,Women's Apparel,32,68,2176,1327.36,Online
3434,Kohl's,1189833,5/26/21,West,California,Los Angeles,Men's Athletic Footwear,50,243,12150,4617.0,Online
3435,Kohl's,1189833,5/26/21,West,California,Los Angeles,Men's Athletic Footwear,42,288,12096,3386.88,Outlet
3436,Foot Locker,1185732,5/26/21,Midwest,Nebraska,Omaha,Women's Apparel,35,225,78750,39375.0,Outlet
3437,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Apparel,56,132,7392,2143.68,Outlet
3438,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Apparel,69,115,7935,3094.65,Online
3439,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Apparel,56,65,3640,1528.8,Online
3440,Foot Locker,1185732,5/27/21,Midwest,Nebraska,Omaha,Men's Street Footwear,32,119,3808,2056.32,Online
3441,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Apparel,45,78,3510,1228.5,Outlet
3442,Kohl's,1189833,5/27/21,West,California,Los Angeles,Women's Street Footwear,46,182,8372,4520.88,Online
3443,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Apparel,75,425,318750,79687.5,Online
3444,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Apparel,60,250,150000,45000.0,Online
3445,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,350,192500,67375.0,Online
3446,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Street Footwear,60,450,270000,94500.0,Online
3447,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,425,255000,102000.0,Online
3448,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Street Footwear,55,575,316250,110687.5,Online
3449,Kohl's,1189833,5/27/21,West,California,Los Angeles,Women's Street Footwear,39,231,9009,4144.14,Outlet
3450,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Street Footwear,56,126,7056,3316.32,Online
3451,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,58,111,6438,3283.38,Online
3452,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,51,91,4641,2134.86,Online
3453,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Athletic Footwear,43,109,4687,1921.67,Outlet
3454,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Women's Street Footwear,46,135,6210,2546.1,Outlet
3455,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Street Footwear,43,184,7912,3243.92,Outlet
3456,Kohl's,1189833,5/27/21,West,California,Los Angeles,Women's Street Footwear,50,700,350000,140000.0,Outlet
3457,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Street Footwear,51,150,7650,3442.5,Online
3458,Foot Locker,1185732,5/27/21,Midwest,Nebraska,Omaha,Men's Street Footwear,35,475,166250,66500.0,Outlet
3459,Kohl's,1128299,5/27/21,West,New Mexico,Albuquerque,Men's Athletic Footwear,46,136,6256,2627.52,Outlet
3460,Kohl's,1189833,5/28/21,West,California,Los Angeles,Women's Athletic Footwear,35,224,7840,3136.0,Outlet
3461,Kohl's,1189833,5/28/21,West,California,Los Angeles,Women's Athletic Footwear,50,700,350000,122500.0,Outlet
3462,Kohl's,1189833,5/28/21,West,California,Los Angeles,Women's Athletic Footwear,49,210,10290,5145.0,Online
3463,Foot Locker,1185732,5/28/21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,33,38,1254,627.0,Online
3464,Foot Locker,1185732,5/28/21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,125,43750,15312.5,Outlet
3465,Kohl's,1189833,5/29/21,West,California,Los Angeles,Men's Apparel,55,156,8580,5577.0,Online
3466,Kohl's,1189833,5/29/21,West,California,Los Angeles,Men's Apparel,43,219,9417,5838.54,Outlet
3467,Foot Locker,1185732,5/29/21,Midwest,Nebraska,Omaha,Women's Street Footwear,23,47,1081,540.5,Online
3468,Kohl's,1189833,5/29/21,West,California,Los Angeles,Men's Apparel,60,625,375000,206250.0,Outlet
3469,Foot Locker,1185732,5/29/21,Midwest,Nebraska,Omaha,Women's Street Footwear,25,175,43750,15312.5,Outlet
3470,Kohl's,1189833,5/30/21,West,California,Los Angeles,Women's Apparel,59,196,11564,4047.4,Online
3471,Foot Locker,1185732,5/30/21,Midwest,Nebraska,Omaha,Women's Athletic Footwear,29,14,406,203.0,Online
3472,Foot Locker,1185732,5/30/21,Midwest,Nebraska,Omaha,Women's Athletic Footwear,30,50,15000,6000.0,Outlet
3473,Kohl's,1189833,5/30/21,West,California,Los Angeles,Women's Apparel,44,232,10208,2552.0,Outlet
3474,Kohl's,1189833,5/30/21,West,California,Los Angeles,Women's Apparel,65,725,471250,94250.0,Outlet
3475,Foot Locker,1185732,5/31/21,West,California,Los Angeles,Men's Street Footwear,36,147,5292,2381.4,Outlet
3476,Foot Locker,1185732,5/31/21,West,California,Los Angeles,Men's Street Footwear,44,124,5456,2837.12,Online
3477,Foot Locker,1185732,5/31/21,Midwest,Nebraska,Omaha,Men's Apparel,45,125,56250,19687.5,Outlet
3478,Foot Locker,1185732,5/31/21,Midwest,Nebraska,Omaha,Men's Apparel,41,31,1271,622.79,Online
3479,Foot Locker,1185732,5/31/21,West,California,Los Angeles,Men's Street Footwear,45,475,213750,85500.0,Outlet
3480,Foot Locker,1185732,6/1/21,Midwest,Nebraska,Omaha,Women's Apparel,35,200,70000,35000.0,Outlet
3481,Foot Locker,1185732,6/1/21,Midwest,Nebraska,Omaha,Women's Apparel,32,60,1920,1190.4,Online
3482,Foot Locker,1185732,6/1/21,West,California,Los Angeles,Men's Athletic Footwear,45,275,123750,43312.5,Outlet
3483,Foot Locker,1185732,6/1/21,West,California,Los Angeles,Men's Athletic Footwear,41,77,3157,1452.22,Online
3484,Foot Locker,1185732,6/1/21,West,California,Los Angeles,Men's Athletic Footwear,31,91,2821,1156.61,Outlet
3485,Foot Locker,1185732,6/2/21,Midwest,Nebraska,Omaha,Men's Street Footwear,40,420,168000,67200.0,Outlet
3486,Foot Locker,1185732,6/2/21,West,California,Los Angeles,Women's Street Footwear,32,83,2656,1248.32,Online
3487,Foot Locker,1185732,6/2/21,Midwest,Nebraska,Omaha,Men's Street Footwear,38,122,4636,2503.44,Online
3488,Foot Locker,1185732,6/2/21,West,California,Los Angeles,Women's Street Footwear,35,275,96250,33687.5,Outlet
3489,Foot Locker,1185732,6/2/21,West,California,Los Angeles,Women's Street Footwear,24,94,2256,879.84,Outlet
3490,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24,52,1248,549.12,Online
3491,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,24,47,1128,462.48,Online
3492,Foot Locker,1185732,6/3/21,West,California,Los Angeles,Women's Athletic Footwear,27,41,1107,509.22,Outlet
3493,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,32,160,5120,2252.8,Online
3494,Foot Locker,1185732,6/3/21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,39,26,1014,466.44,Online
3495,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,300,90000,31500.0,In-store
3496,Foot Locker,1185732,6/3/21,West,California,Los Angeles,Women's Athletic Footwear,40,125,50000,20000.0,Outlet
3497,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,27,90,2430,1190.7,Online
3498,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,51,98,4998,2748.9,Online
3499,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,34,46,1564,938.4,Online
3500,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,325,178750,71500.0,In-store
3501,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175,61250,30625.0,In-store
3502,Foot Locker,1185732,6/3/21,West,California,Los Angeles,Women's Athletic Footwear,37,34,1258,654.16,Online
3503,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,35,550,192500,57750.0,In-store
3504,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,175,43750,13125.0,In-store
3505,West Gear,1185732,6/3/21,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,200,50000,15000.0,In-store
3506,Foot Locker,1185732,6/3/21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,40,100,40000,14000.0,Outlet
3507,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Women's Apparel,67,231,15477,9286.2,Online
3508,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Apparel,55,231,12705,7750.05,Online
3509,Foot Locker,1185732,6/4/21,Midwest,Nebraska,Omaha,Women's Street Footwear,29,39,1131,565.5,Online
3510,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Athletic Footwear,33,187,6171,3023.79,Outlet
3511,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Apparel,55,450,247500,74250.0,Online
3512,Foot Locker,1185732,6/4/21,Midwest,Nebraska,Omaha,Women's Street Footwear,30,150,45000,15750.0,Outlet
3513,Foot Locker,1185732,6/4/21,Midwest,Illinois,Chicago,Men's Apparel,55,175,96250,33687.5,Outlet
3514,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Street Footwear,50,600,300000,105000.0,Online
3515,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Athletic Footwear,50,550,275000,123750.0,Online
3516,Foot Locker,1185732,6/4/21,Midwest,Illinois,Chicago,Men's Apparel,53,47,2491,1220.59,Online
3517,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Street Footwear,31,233,7223,2744.74,Outlet
3518,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Street Footwear,45,750,337500,118125.0,Online
3519,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Athletic Footwear,35,263,9205,3774.05,Outlet
3520,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Apparel,60,825,495000,247500.0,Online
3521,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Athletic Footwear,50,750,375000,131250.0,Online
3522,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Men's Apparel,61,163,9943,4872.07,Online
3523,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,49,169,8281,4223.31,Online
3524,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Men's Street Footwear,50,950,475000,190000.0,Online
3525,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Women's Apparel,70,825,577500,288750.0,Online
3526,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Men's Apparel,65,650,422500,147875.0,Online
3527,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Men's Street Footwear,46,238,10948,6021.4,Online
3528,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Street Footwear,42,195,8190,4013.1,Online
3529,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Street Footwear,47,174,8178,3925.44,Online
3530,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Athletic Footwear,48,143,6864,4049.76,Online
3531,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,42,182,7644,3592.68,Online
3532,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Street Footwear,34,186,6324,2592.84,Outlet
3533,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Apparel,52,117,6084,2616.12,Online
3534,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Apparel,43,158,6794,2309.96,Outlet
3535,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,50,650,325000,130000.0,Online
3536,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Women's Street Footwear,50,675,337500,135000.0,Online
3537,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,45,700,315000,110250.0,Online
3538,West Gear,1197831,6/4/21,West,Idaho,Boise,Women's Apparel,39,248,9672,5319.6,Outlet
3539,Sports Direct,1185732,6/4/21,Southeast,North Carolina,Charlotte,Women's Street Footwear,47,169,7943,4289.22,Online
3540,West Gear,1197831,6/4/21,West,Idaho,Boise,Men's Athletic Footwear,46,188,8648,4151.04,Online
3541,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,35,85,2975,1041.25,Outlet
3542,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Apparel,39,128,4992,1946.88,Outlet
3543,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Apparel,36,91,3276,1048.32,Outlet
3544,Foot Locker,1185732,6/5/21,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,0,0,0.0,Outlet
3545,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38,124,4712,2214.64,Outlet
3546,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Street Footwear,35,96,3360,1108.8,Outlet
3547,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Apparel,56,123,6888,3375.12,Online
3548,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Apparel,55,275,151250,45375.0,In-store
3549,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Apparel,53,74,3922,1725.68,Online
3550,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Street Footwear,50,175,8750,4812.5,Online
3551,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Street Footwear,40,206,8240,3872.8,Outlet
3552,Foot Locker,1185732,6/5/21,Midwest,Illinois,Chicago,Women's Apparel,41,69,2829,1697.4,Online
3553,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,42,80,3360,1411.2,Online
3554,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,275,123750,37125.0,In-store
3555,Foot Locker,1185732,6/5/21,Midwest,Nebraska,Omaha,Women's Athletic Footwear,33,0,0,0.0,Online
3556,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,50,375,187500,75000.0,In-store
3557,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Street Footwear,55,625,343750,137500.0,In-store
3558,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Apparel,60,425,255000,89250.0,In-store
3559,Foot Locker,1185732,6/5/21,Midwest,Illinois,Chicago,Women's Apparel,45,275,123750,61875.0,Outlet
3560,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Street Footwear,42,87,3654,1644.3,Online
3561,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Men's Athletic Footwear,48,94,4512,2256.0,Online
3562,Sports Direct,1185732,6/5/21,Northeast,Connecticut,Hartford,Women's Street Footwear,45,300,135000,40500.0,In-store
3563,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Men's Street Footwear,35,525,183750,55125.0,In-store
3564,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Men's Apparel,34,44,1496,957.44,Online
3565,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Women's Apparel,51,85,4335,2297.55,Online
3566,Foot Locker,1185732,6/6/21,Midwest,Nebraska,Omaha,Men's Apparel,45,13,585,274.95,Online
3567,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Women's Street Footwear,23,50,1150,517.5,Online
3568,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Women's Street Footwear,25,200,50000,15000.0,In-store
3569,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,28,77,2156,1034.88,Online
3570,Foot Locker,1185732,6/6/21,Midwest,Nebraska,Omaha,Men's Apparel,50,50,25000,8750.0,Outlet
3571,Foot Locker,1185732,6/6/21,Midwest,Illinois,Chicago,Men's Street Footwear,44,158,6952,3545.52,Online
3572,Foot Locker,1185732,6/6/21,Midwest,Illinois,Chicago,Men's Street Footwear,45,525,236250,94500.0,Outlet
3573,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,175,43750,13125.0,In-store
3574,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Men's Apparel,35,175,61250,30625.0,In-store
3575,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Women's Apparel,55,325,178750,71500.0,In-store
3576,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Men's Street Footwear,32,137,4384,1841.28,Online
3577,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,275,82500,28875.0,In-store
3578,Foot Locker,1185732,6/6/21,Midwest,Iowa,Des Moines,Women's Athletic Footwear,24,44,1056,464.64,Online
3579,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Women's Apparel,70,925,647500,323750.0,Online
3580,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Men's Street Footwear,51,273,13923,7796.88,Online
3581,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Men's Athletic Footwear,49,200,9800,4410.0,Online
3582,Foot Locker,1185732,6/7/21,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,78750,27562.5,Outlet
3583,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Women's Street Footwear,47,209,9823,3536.28,Online
3584,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Women's Athletic Footwear,47,218,10246,4610.7,Online
3585,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Men's Apparel,65,750,487500,170625.0,Online
3586,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Women's Athletic Footwear,50,750,375000,112500.0,Online
3587,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Men's Apparel,62,195,12090,5440.5,Online
3588,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Men's Athletic Footwear,50,800,400000,140000.0,Online
3589,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Men's Street Footwear,55,1050,577500,259875.0,Online
3590,Foot Locker,1185732,6/7/21,Midwest,Nebraska,Omaha,Women's Apparel,37,38,1406,857.66,Online
3591,Foot Locker,1185732,6/7/21,Midwest,Illinois,Chicago,Men's Athletic Footwear,43,51,2193,1030.71,Online
3592,Foot Locker,1185732,6/7/21,Midwest,Nebraska,Omaha,Women's Apparel,40,150,60000,30000.0,Outlet
3593,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Women's Apparel,65,250,16250,10400.0,Online
3594,Foot Locker,1185732,6/7/21,Southeast,South Carolina,Charleston,Women's Street Footwear,50,775,387500,96875.0,Online
3595,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Street Footwear,47,138,6486,2918.7,Online
3596,Foot Locker,1185732,6/8/21,Midwest,Nebraska,Omaha,Men's Street Footwear,38,105,3990,2114.7,Online
3597,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,41,90,3690,1808.1,Online
3598,Foot Locker,1185732,6/8/21,Midwest,Illinois,Chicago,Women's Street Footwear,35,225,78750,27562.5,Outlet
3599,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Apparel,50,120,6000,3000.0,Online
3600,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Apparel,51,88,4488,2288.88,Online
3601,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,39,65,2535,1368.9,Online
3602,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Street Footwear,38,69,2622,1389.66,Online
3603,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,44,105,4620,2125.2,Online
3604,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Street Footwear,45,156,7020,3229.2,Online
3605,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Apparel,48,58,2784,1141.44,Online
3606,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,39,60,2340,1263.6,Online
3607,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Street Footwear,36,176,6336,2534.4,Outlet
3608,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Street Footwear,32,74,2368,994.56,Outlet
3609,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,26,70,1820,837.2,Outlet
3610,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Apparel,39,66,2574,900.9,Outlet
3611,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Apparel,43,119,5117,2302.65,Outlet
3612,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Apparel,46,65,2990,1345.5,Online
3613,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,35,105,3675,1433.25,Outlet
3614,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Street Footwear,39,65,2535,1394.25,Online
3615,Foot Locker,1185732,6/8/21,Midwest,Nebraska,Omaha,Men's Street Footwear,40,375,150000,60000.0,Outlet
3616,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Athletic Footwear,45,300,135000,47250.0,In-store
3617,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Apparel,55,400,220000,88000.0,In-store
3618,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Apparel,50,250,125000,37500.0,In-store
3619,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,250,100000,40000.0,In-store
3620,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Women's Street Footwear,40,275,110000,44000.0,In-store
3621,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Street Footwear,40,225,90000,36000.0,In-store
3622,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Apparel,55,350,192500,77000.0,In-store
3623,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Apparel,50,200,100000,30000.0,In-store
3624,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Women's Athletic Footwear,40,200,80000,32000.0,In-store
3625,Foot Locker,1185732,6/8/21,Northeast,Rhode Island,Providence,Men's Street Footwear,50,550,275000,96250.0,In-store
3626,Foot Locker,1185732,6/8/21,Midwest,Illinois,Chicago,Women's Street Footwear,32,61,1952,897.92,Online
3627,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Street Footwear,50,600,300000,105000.0,In-store
3628,Kohl's,1185732,6/8/21,Northeast,New Jersey,Newark,Men's Athletic Footwear,45,350,157500,55125.0,In-store
3629,Foot Locker,1185732,6/9/21,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,100,40000,16000.0,Outlet
3630,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Women's Street Footwear,27,60,1620,648.0,Online
3631,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Men's Apparel,38,47,1786,821.56,Online
3632,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Women's Apparel,51,91,4641,2506.14,Online
3633,Foot Locker,1185732,6/9/21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,32,23,736,331.2,Online
3634,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,32,65,2080,894.4,Online
3635,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Men's Street Footwear,40,500,200000,70000.0,In-store
3636,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,250,87500,26250.0,In-store
3637,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,29,51,1479,621.18,Online
3638,Foot Locker,1185732,6/9/21,Midwest,Illinois,Chicago,Women's Athletic Footwear,39,28,1092,578.76,Online
3639,Foot Locker,1185732,6/9/21,Midwest,Nebraska,Omaha,Men's Athletic Footwear,35,75,26250,9187.5,Outlet
3640,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Women's Street Footwear,30,200,60000,18000.0,In-store
3641,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Men's Street Footwear,36,125,4500,2025.0,Online
3642,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Women's Apparel,55,325,178750,71500.0,In-store
3643,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Men's Apparel,40,175,70000,24500.0,In-store
3644,Sports Direct,1185732,6/9/21,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,52500,15750.0,In-store
3645,West Gear,1185732,6/10/21,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32,94,3008,1594.24,Online
3646,Foot Locker,1185732,6/10/21,Midwest,Illinois,Chicago,Men's Apparel,50,44,2200,1034.0,Online
3647,West Gear,1185732,6/10/21,Midwest,Indiana,Indianapolis,Women's Street Footwear,27,50,1350,607.5,Online
3648,West Gear,1185732,6/10/21,Midwest,Indiana,Indianapolis,Women's Athletic Footwear,29,46,1334,626.98,Online
3649,West Gear,1185732,6/10/21,Midwest,Indiana,Indianapolis,Men's Apparel,36,53,1908,858.6,Online
3650,West Gear,1185732,6/10/21,Midwest,Indiana,Indianapolis,Women's Apparel,60,325,195000,78000.0,In-store
3651,Foot Locker,1128299,6/10/21,West,Hawaii,Honolulu,Men's Street Footwear,70,725,507500,126875.0,Outlet
